id,category_id,slug,title,title_english,description,description_english,price,image_url,destination,duration,is_featured,is_active,created_at,updated_at
3d6c9cbe-fe6f-4603-a745-3b4dba6a6581,,espectaculo-de-mariachis-en-la-plaza-garibaldi,Espectáculo de mariachis en la Plaza Garibaldi,Mariachi Show at Plaza Garibaldi,"Sumérgete en la vibrante tradición mexicana con una noche llena de música, color y alegría en la emblemática Plaza Garibaldi. Este tour te llevará al corazón de la Ciudad de México, donde podrás disfrutar de un espectáculo en vivo de mariachis, interpretando clásicos del repertorio nacional. La plaza, conocida como la cuna del mariachi, ofrece una atmósfera única para vivir esta experiencia cultural.

*Duración aproximadamente 3 h*

**Incluye:** 
transporte redondo desde tu hotel en Ciudad de México, entrada al espectáculo de mariachis, guía en español.

**No incluye:** 
alimentos ni bebidas.","Immerse yourself in vibrant Mexican tradition with a night full of music, color, and joy at the iconic Plaza Garibaldi. This tour takes you to the heart of Mexico City, where you can enjoy a live mariachi performance featuring classics from the national repertoire. The plaza, known as the birthplace of mariachi, offers a unique atmosphere for this cultural experience.

*Duration approximately 3 h*

**Includes:** Round-trip transportation from your hotel in Mexico City, mariachi show admission, Spanish-speaking guide.

**Not included:** Food or drinks.",1100.00,https://images.unsplash.com/photo-1654576205088-6503ad4ffb72?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,CDMX,3 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 14:47:10.760989+00
3ef06c63-2f0c-4780-a36b-68d4f259cb42,,tour-al-cerro-del-cubilete-y-monumento-a-cristo-rey,Tour al Cerro del Cubilete y Monumento a Cristo Rey,Tour to Cerro del Cubilete and Christ the King Monument,"Embárcate en un recorrido que te llevará al corazón de México, al Cerro del Cubilete, donde se erige el majestuoso Monumento a Cristo Rey. Este santuario es uno de los lugares de peregrinaje más importantes del país y ofrece una vista panorámica impresionante. Durante el trayecto, disfrutarás de paisajes únicos y aprenderás sobre la historia y la importancia religiosa del lugar. Al llegar, tendrás tiempo para explorar el santuario, tomar fotografías y reflexionar en este sitio de gran significado espiritual.

*Duración aproximadamente 3 h*

**Incluye:** 
transporte redondo desde Guanajuato, guía en español, seguro de accidentes.","Set off on a tour that takes you to the heart of Mexico, Cerro del Cubilete, where the majestic Christ the King Monument stands. This sanctuary is one of the country's most important pilgrimage sites and offers stunning panoramic views. Along the way, you will enjoy unique landscapes and learn about the history and religious significance of the site. Once there, you will have time to explore the sanctuary, take photos, and reflect in this place of deep spiritual meaning.

*Duration approximately 3 h*

**Includes:** Round-trip transportation from Guanajuato, Spanish-speaking guide, accident insurance.",200.00,https://guanajuato.vip/resources/images/tours/cristo-rey/cristo-rey2.jpg,Guanajuato,3 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:12:17.234582+00
3ffa69fb-363c-4d85-828a-e95d4029c43e,,excursion-a-majahuitas-y-yelapa,Excursión a Majahuitas y Yelapa,Majahuitas and Yelapa Excursion,"Nos reuniremos en la puerta 9 de la Terminal Marítima de Puerto Vallarta y zarparemos en un catamarán hacia la playa de Majahuitas, donde podrás disfrutar de kayak, paddle board y snorkel en aguas cristalinas. Luego continuaremos hacia Yelapa, desde donde recorrerás un sendero tropical hasta llegar a la cascada del mismo nombre, donde podrás darte un refrescante chapuzón. Disfrutarás de un desayuno y una comida tipo pícnic rodeado de naturaleza antes de regresar al punto de partida en una travesía inolvidable por la bahía de Banderas.

*Duración aproximadamente 8 h 30 min*

**Incluye:** 
transporte en catamarán, guía bilingüe (español/inglés), desayuno ligero, comida tipo pícnic, equipo para snorkel, kayak y paddle board, barra libre a bordo, e ingreso a la cascada en Yelapa","We will meet at Gate 9 of the Puerto Vallarta Maritime Terminal and set sail by catamaran toward Majahuitas Beach, where you can enjoy kayaking, paddle boarding, and snorkeling in crystal-clear waters. Then we continue to Yelapa, where you will follow a tropical trail to the waterfall of the same name and enjoy a refreshing swim. You will have breakfast and a picnic-style lunch surrounded by nature before returning to the starting point on an unforgettable journey through Banderas Bay.

*Duration approximately 8 h 30 min*

**Includes:** Catamaran transport, bilingual guide (Spanish/English), light breakfast, picnic lunch, snorkeling gear, kayak and paddle board, open bar on board, and waterfall entrance in Yelapa",2440.00,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/60/bc/e6/caption.jpg?w=1200&h=-1&s=1,Puerto Vallarta,8.5 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 14:51:22.014418+00
45103640-18bf-4a53-b89f-92dbc1300e86,,tour-privado-por-guanajuato,Tour Privado por Guanajuato,Private Tour of Guanajuato,"Embárcate en un recorrido exclusivo por Guanajuato, una ciudad Patrimonio de la Humanidad, acompañado por un guía experto que compartirá contigo la rica historia y las leyendas que envuelven cada rincón. Comenzaremos con una visita al Monumento al Pípila, desde donde podrás disfrutar de una vista panorámica de la ciudad. Continuaremos hacia el Museo de las Momias, un lugar fascinante que alberga una colección única de momias naturales. A lo largo del recorrido, también tendrás la oportunidad de degustar los tradicionales dulces típicos de la región. Este tour privado está diseñado para ofrecerte una experiencia personalizada y profunda de la ciudad.

*Duración aproximadamente 3 h 30 min*

**Incluye:** 
transporte en minibús o autobús, guía bilingüe español e inglés, recogida en el hotel.","Set off on an exclusive tour of Guanajuato, a World Heritage city, accompanied by an expert guide who will share the rich history and legends that surround every corner. We begin with a visit to the Pípila Monument, where you can enjoy panoramic views of the city. We continue to the Mummy Museum, a fascinating place that houses a unique collection of natural mummies. Along the way, you will also have the opportunity to taste the traditional regional sweets. This private tour is designed to offer you a personalized and in-depth experience of the city.

*Duration approximately 3 h 30 min*

**Includes:** Minibus or bus transportation, bilingual Spanish and English guide, hotel pickup.",2100.00,https://media.tacdn.com/media/attractions-splice-spp-674x446/14/3a/46/26.jpg,Guanajuato,3.5 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:11:31.017354+00
4d6847a4-d716-4c7e-8a4b-34b2e720e4e9,01544f37-d138-4297-b970-a46b65c9bb62,explora-sabores-cultura-cdmx-degustacion-tacos-carnes-exoticas-insectos,"Explora los Sabores y la Cultura de CDMX: Degustación de Tacos, Carnes Exóticas e Insectos","Explore the Flavors and Culture of Mexico City: Taco, Exotic Meat and Insect Tasting","# Descripción

Sumérgete en la vibrante cultura gastronómica y la historia de la Ciudad de México con un recorrido único lleno de sabores, colores y tradiciones. Comienza en el Zócalo, donde explorarás la plaza principal y sus monumentos emblemáticos, como la Catedral Metropolitana y el Palacio Nacional.

A lo largo del recorrido, visitarás taquerías locales para degustar tacos tradicionales y delicias hechas con insectos, una tradición culinaria mexicana. Además, tendrás la oportunidad de probar carnes exóticas en el Mercado de San Juan y disfrutar de un shot de tequila o mezcal.

La experiencia culmina en el Mercado de La Ciudadela, donde podrás descubrir artesanías auténticas y souvenirs en más de 350 puestos.

# Incluye

- Guía experto bilingüe durante todo el recorrido
- Degustación de tacos y delicias exóticas
- Shot de tequila o mezcal
- Acceso a mercados tradicionales

# No incluye

- Propinas para guías o personal del evento
- Transporte hacia o desde el punto de encuentro

# Importante

El punto de encuentro será definido y confirmado una vez que se realice la reservación. Esto nos permite garantizar la mejor organización y brindar una experiencia cómoda y segura.","# Description

Immerse yourself in the vibrant gastronomic culture and history of Mexico City through a unique experience filled with flavors, colors and traditions. Begin at the Zócalo, where you will explore the city's main square and iconic landmarks such as the Metropolitan Cathedral and the National Palace.

Throughout the tour, you will visit local taquerías to taste traditional tacos and delicacies made with insects, a traditional part of Mexican cuisine. You will also have the opportunity to try exotic meats at Mercado de San Juan and enjoy a tequila or mezcal shot.

The experience concludes at Mercado de La Ciudadela, where you can discover authentic crafts and souvenirs among more than 350 artisan stands.

# Includes

- Bilingual expert guide throughout the tour
- Taco and exotic delicacy tasting
- Tequila or mezcal shot
- Access to traditional markets

# Does not include

- Tips for guides or event staff
- Transportation to or from the meeting point

# Important

The meeting point will be confirmed once the reservation is completed to ensure the best organization and a comfortable experience.",1481.00,https://i0.wp.com/foodandwineespanol.com/wp-content/uploads/2019/06/sopes.webp?fit=2560%2C1440&ssl=1,experiencias-gastronomicas,4 h,true,true,2026-05-25 18:02:35.833199+00,2026-05-25 18:02:35.833199+00
5dbdcd17-dc57-430a-afd2-fb25b7f8c99d,,paseo-en-globo-sobre-teotihuacan-con-visita-a-la-basilica-de-guadalupe,Paseo en globo sobre Teotihuacán con visita a la Basílica de Guadalupe,Hot Air Balloon Ride over Teotihuacan with Basilica of Guadalupe Visit,"Vive una experiencia única sobrevolando las majestuosas pirámides de Teotihuacán en un globo aerostático. Disfruta de vistas panorámicas del Valle de México mientras el sol ilumina las antiguas estructuras. Tras el vuelo, visita guiada a la Basílica de Guadalupe, uno de los santuarios más importantes de América Latina, donde podrás conocer su historia y significado cultural. Un día lleno de aventura, historia y espiritualidad.

*Duración aproximadamente 11 h*

**Incluye:** 
transporte en minibús desde Ciudad de México, paseo en globo de 30 minutos, guía en español e inglés, certificado de vuelo, entradas a Teotihuacán y Basílica de Guadalupe, desayuno tipo buffet, brindis con vino espumoso, taller artesanal, degustación de tequila.

**No incluye:** 
almuerzo.","Enjoy a unique experience soaring over the majestic pyramids of Teotihuacan in a hot-air balloon. Take in panoramic views of the Valley of Mexico as the sun lights up the ancient structures. After the flight, enjoy a guided visit to the Basilica of Guadalupe, one of Latin America's most important sanctuaries, where you can learn about its history and cultural significance. A day full of adventure, history, and spirituality.

*Duration approximately 11 h*

**Includes:** Minibus transportation from Mexico City, 30-minute balloon ride, Spanish and English guide, flight certificate, admission to Teotihuacan and the Basilica of Guadalupe, buffet breakfast, sparkling wine toast, artisan workshop, tequila tasting.

**Not included:** Lunch.",5300.00,https://images.unsplash.com/photo-1745873618373-f82a4195c5bb?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,Teotihuacán,11 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:05:35.84267+00
5ea9586d-c042-434f-8af5-f57f52341685,,autobus-turistico-de-puerto-vallarta,Autobús Turístico de Puerto Vallarta,Puerto Vallarta Tourist Bus,"Explora Puerto Vallarta cómodamente a bordo de un vehículo panorámico de dos pisos descubierto. A lo largo de 21 paradas, recorrerás el icónico malecón con sus esculturas emblemáticas, como La Nostalgia, El Caballito de Mar, Origen y Destino, y el Mosaico de los Pescadores. También contemplarás vistas privilegiadas de la bahía, la parroquia de Nuestra Señora de Guadalupe, el parque Hidalgo, la playa Los Muertos y la pintoresca zona de Conchas Chinas. El boleto tiene una validez de 11 horas: podrás subir y bajar cuantas veces quieras durante ese período, usando un brazalete que se entrega al inicio. El sistema de audio guiado en español e inglés te compartirá datos fascinantes, como antiguas historias de piratas y curiosidades sobre la ciudad.

*Duración aproximadamente 11 h*
(validez del pase durante ese tiempo)

**Incluye:** 
uso ilimitado del autobús durante 11 horas, comentarios grabados en español e inglés.","Explore Puerto Vallarta comfortably aboard an open-top double-decker panoramic vehicle. Across 21 stops, you will travel along the iconic boardwalk and its landmark sculptures, such as La Nostalgia, The Seahorse, Origin and Destination, and the Fishermen Mosaic. You will also enjoy privileged views of the bay, the Church of Our Lady of Guadalupe, Hidalgo Park, Los Muertos Beach, and the picturesque Conchas Chinas area. The ticket is valid for 11 hours: you may hop on and off as many times as you like during that period, using a wristband provided at the start. The audio system in Spanish and English shares fascinating facts, including old pirate stories and city curiosities.

*Duration approximately 11 h*
(ticket valid for that time)

**Includes:** Unlimited bus use for 11 hours, recorded commentary in Spanish and English.",540.00,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/98/77/aa.jpg,Puerto Vallarta,11 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 14:44:14.73579+00
5fe9bbd7-a67f-462b-b2e1-a3cf79bd7069,,excursion-por-los-pueblos-de-la-independencia-mexicana,Excursión por los pueblos de la independencia mexicana,Tour through the Towns of Mexican Independence,"Revive la historia de la independencia de México en una ruta que te llevará por tres de los pueblos más emblemáticos de Guanajuato. Comenzaremos con una parada en Conservas Santa Rosa para degustar los tradicionales dulces de la sierra. Luego, nos dirigiremos a Dolores Hidalgo, donde Miguel Hidalgo lanzó el famoso «¡Grito de Dolores!» en 1810. Visitaremos la parroquia donde se proclamó la independencia, la antigua cárcel, la casa-museo de Hidalgo y el mausoleo de José Alfredo Jiménez. Continuaremos hacia Atotonilco para admirar el Santuario de Jesús de Nazareno, considerado Patrimonio de la Humanidad. Finalizaremos en San Miguel de Allende, un Pueblo Mágico conocido por su arquitectura colonial y su ambiente artístico. Durante el recorrido, tendrás tiempo para explorar los mercados locales y adquirir artesanías típicas.

*Duración aproximadamente 8 h*

**Incluye:** 
transporte en vehículo climatizado, guía bilingüe (español/inglés), entradas a los sitios mencionados.","Relive the history of Mexico's independence on a route that takes you through three of Guanajuato's most emblematic towns. We begin with a stop at Conservas Santa Rosa to taste the region's traditional sweets. Then we head to Dolores Hidalgo, where Miguel Hidalgo delivered the famous 'Grito de Dolores' in 1810. We visit the parish where independence was proclaimed, the former jail, Hidalgo's house-museum, and the mausoleum of José Alfredo Jiménez. We continue to Atotonilco to admire the Sanctuary of Jesus of Nazareth, considered a World Heritage site. We finish in San Miguel de Allende, a Magical Town known for its colonial architecture and artistic atmosphere. Along the way, you will have time to explore local markets and buy traditional handicrafts.

*Duration approximately 8 h*

**Includes:** Air-conditioned vehicle transport, bilingual guide (Spanish/English), admissions to the sites mentioned.",1670.00,https://www.civitatis.com/f/mexico/santiago-de-queretaro/galeria/excursion-por-los-pueblos-de-la-independencia-mexi-7.jpg,Guanajuato,8 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:09:56.082444+00
62c67b67-16d4-4f5e-aef6-1140ac0c46b8,01544f37-d138-4297-b970-a46b65c9bb62,secretos-picantes,Secretos Picantes,Spicy Secrets,"# Descripción

Embárcate en una aventura culinaria única en el emblemático Mercado de Jamaica, uno de los mercados más vibrantes de la Ciudad de México.

Durante este recorrido, descubrirás la riqueza cultural del chile, un ingrediente esencial en la gastronomía mexicana.

Explora los coloridos puestos del mercado, escucha historias de una familia con más de 60 años de tradición y aprende sobre el legado del chile en la cocina local.

La experiencia culmina en un bar clandestino secreto dentro del mercado, donde podrás crear tu propia salsa personalizada y disfrutar de un menú de degustación.

# Incluye

- Visita guiada al Mercado de Jamaica
- Taller de elaboración de salsa personalizada
- Menú de degustación con 4 platos
- Bebidas: mezcal, cóctel artesanal y agua de frutas
- Degustaciones de comida callejera
- Guía experto en gastronomía local

# No incluye

- Alimentos y bebidas adicionales fuera del tour
- Transporte hacia o desde el Mercado de Jamaica

# Importante

El punto de encuentro será definido y confirmado una vez que se realice la reservación.","# Description

Embark on a unique culinary adventure inside Mercado de Jamaica, one of the most vibrant markets in Mexico City.

During this experience, you will discover the cultural importance of chili peppers, an essential ingredient in Mexican cuisine.

Explore colorful market stalls, hear stories from a family with more than 60 years of tradition and learn about the legacy of chili peppers in local cooking.

The experience ends inside a hidden speakeasy-style bar where you will create your own salsa and enjoy a curated tasting menu.

# Includes

- Guided visit through Mercado de Jamaica
- Personalized salsa-making workshop
- Four-course tasting menu
- Drinks including mezcal, craft cocktail and fruit water
- Street food tastings
- Expert local gastronomy guide

# Does not include

- Additional food or beverages outside the tour
- Transportation to or from Mercado de Jamaica

# Important

The meeting point will be confirmed once the reservation is completed.",2000.00,https://www.gob.mx/cms/uploads/article/main_image/72683/chiles_frescos.jpg,experiencias-gastronomicas,2.5 h,false,true,2026-05-25 18:02:35.833199+00,2026-05-25 18:02:35.833199+00
68abb84e-2adb-496a-b824-8ea9e6ca2cea,,paseo-en-camello-por-el-desierto-y-playa,Paseo en Camello por el Desierto y Playa,Camel Ride through the Desert and Beach,"Vive una experiencia única recorriendo los paisajes más emblemáticos de Los Cabos sobre un camello. Te recogemos en tu hotel y te llevamos en transporte climatizado hasta un rancho ubicado entre el desierto y la costa del Pacífico. Comenzarás con una breve introducción y contacto con estos gentiles animales, antes de disfrutar un paseo de aproximadamente 25 minutos entre dunas y orillas del mar. Durante el recorrido el guía te compartirá conocimientos sobre la flora, fauna y cultura local. Al terminar, podrás interactuar con los camellos en el santuario, tomarte fotos (disponibles para compra) y relajarte con una degustación de tequila y un almuerzo tipo buffet con sabores tradicionales. Finalmente, te regresamos a tu hotel para concluir la experiencia.

*Duración aproximadamente 3 h*

**Incluye:** 
transporte redondo desde tu hotel, guía bilingüe español e inglés, paseo en camello de 25 minutos por desierto y playa, equipo de seguridad, interacción en santuario de camellos, degustación de tequila, buffet regional al finalizar, y oportunidad de fotografías con camellos (opcionales para compra).","Enjoy a unique experience riding a camel through some of the most iconic landscapes in Los Cabos. We pick you up at your hotel and take you in air-conditioned transportation to a ranch located between the desert and the Pacific coast. You will begin with a brief introduction and close contact with these gentle animals before enjoying an approximately 25-minute ride among dunes and shoreline. Along the way, the guide will share knowledge about local flora, fauna, and culture. Afterward, you can interact with the camels in the sanctuary, take photos (available for purchase), and relax with a tequila tasting and a buffet lunch featuring traditional flavors. Finally, we return you to your hotel to end the experience.

*Duration approximately 3 h*

**Includes:** Round-trip transportation from your hotel, bilingual Spanish/English guide, 25-minute camel ride through desert and beach, safety equipment, interaction in the camel sanctuary, tequila tasting, regional buffet at the end, and photo opportunities with camels (optional purchase).",1930.00,https://media.tacdn.com/media/attractions-splice-spp-674x446/12/d7/92/ec.jpg,los-cabos,3 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:13:08.907553+00
6a2378cc-2e8d-483c-883c-2963373b7a73,,excursion-todo-incluido-a-xcaret-desde-cancun,Excursión Todo Incluido a Xcaret desde Cancún,All-Inclusive Xcaret Excursion from Cancún,"Vive una experiencia única en el parque eco-arqueológico Xcaret, donde podrás disfrutar de más de 50 atracciones naturales y culturales. La excursión incluye transporte redondo desde Cancún, acceso al parque, actividades como nado en ríos subterráneos, snorkel en caletas, visita a zoológicos y acuarios, y el espectáculo nocturno «Xcaret México Espectacular». Además, tendrás acceso a un buffet con comida y bebidas durante el día.

*Duración 12 h*

**Incluye:** 
Transporte redondo desde Cancún, acceso al parque Xcaret, actividades como nado en ríos subterráneos, snorkel, visita a zoológicos y acuarios, espectáculo nocturno «Xcaret México Espectacular» y buffet con comida y bebidas durante el día","Experience the unique eco-archaeological Xcaret Park, where you can enjoy more than 50 natural and cultural attractions. The excursion includes round-trip transportation from Cancún, park admission, activities such as swimming in underground rivers, snorkeling in coves, visits to zoos and aquariums, and the nighttime show 'Xcaret México Espectacular.' You will also have access to a buffet with food and drinks throughout the day.

*Duration 12 h*

**Includes:** Round-trip transportation from Cancún, Xcaret park admission, activities such as swimming in underground rivers, snorkeling, visits to zoos and aquariums, the 'Xcaret México Espectacular' nighttime show, and a buffet with food and drinks during the day",5840.00,https://images.unsplash.com/photo-1720012913982-1f1b7ecb8af1?q=80&w=1170&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D,Cancún,12 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:04:08.508957+00
6f7c9986-ad9b-4e4f-a098-dfe403cd996e,01544f37-d138-4297-b970-a46b65c9bb62,la-noche-de-las-animas,La Noche de las Ánimas,Night of the Souls,"# Descripción

Adéntrate en una celebración única del Día de Muertos en el corazón de la Ciudad de México.

Este tour te llevará a explorar las tradiciones culinarias que honran a los seres queridos que han partido.

Comenzarás con una bienvenida especial, seguida de un recorrido por altares tradicionales y mercados locales.

La experiencia culmina con una cena temática de 5 tiempos, cada uno representando diferentes etapas de la vida y la muerte.

# Incluye

- Recorrido por altares y mercados tradicionales
- Cena temática de 5 tiempos
- Bebidas tradicionales: mezcal y agua de frutas
- Guía experto en tradiciones mexicanas
- Material informativo sobre el Día de Muertos

# No incluye

- Propinas para guías o personal del evento
- Transporte hacia o desde el punto de encuentro

# Importante

El punto de encuentro será definido y confirmado una vez que se realice la reservación.","# Description

Experience a unique Day of the Dead celebration in the heart of Mexico City.

This tour invites you to explore culinary traditions that honor loved ones who have passed away.

You will begin with a special welcome followed by visits to traditional altars and local markets where you will learn about the symbolism and ingredients used during the celebration.

The experience concludes with a five-course themed dinner representing different stages of life and death.

# Includes

- Visit to traditional altars and local markets
- Five-course themed dinner
- Traditional drinks including mezcal and fruit water
- Expert guide in Mexican traditions
- Informational material about Day of the Dead

# Does not include

- Tips for guides or event staff
- Transportation to or from the meeting point

# Important

The meeting point will be confirmed after reservation.",2800.00,https://cdn.forbes.com.mx/2019/10/Michoaca%CC%81n-fiesta.jpg,experiencias-gastronomicas,3.5 h,true,true,2026-05-25 18:02:35.833199+00,2026-05-25 18:02:35.833199+00
7dcb92f0-698e-4be1-8342-d0523fc14446,,senderismo-por-playas-escondidas-snorkel-en-colomitos,Senderismo por playas escondidas + Snorkel en Colomitos,Hidden Beaches Hike + Snorkeling in Colomitos,"Comienza tu aventura en la emblemática calle Constitución, desde donde nuestro transporte te llevará por la costa hasta Boca de Tomatlán. Desde allí inicia una caminata mágica por la orilla del mar y entre bosque tropical hasta descubrir la playa más pequeña de México: Colomitos. En esta joya escondida tendrás tiempo para descansar, tomar fotos y, si las condiciones lo permiten, practicar snorkel en un rincón secreto donde el mar revela una explosión de peces tropicales. Luego, seguirás explorando otras calas escondidas antes de arribar a la paradisiaca Playa Las Ánimas, donde podrás disfrutar del marisco local por tu cuenta. El retorno es en lancha pintoresca, recorriendo la bahía de Vallarta desde una perspectiva única, hasta regresar en vehículo al punto de origen. La experiencia completa dura entre 6 y 7 horas.

*Duración aproximadamente 6–7 h*

**Incluye:** 
transporte en autobús o minibús, paseo en lancha desde Las Ánimas a Boca de Tomatlán, guía bilingüe (español/inglés), equipo de snorkel.

**No incluye:** 
comidas y bebidas.","Begin your adventure on the iconic Constitución Street, where our transport will take you along the coast to Boca de Tomatlán. From there, start a magical hike along the shore and through tropical forest until you discover the smallest beach in Mexico: Colomitos. At this hidden gem, you will have time to rest, take photos, and, if conditions allow, snorkel in a secret spot where the sea reveals an explosion of tropical fish. Then continue exploring other hidden coves before arriving at paradise-like Las Ánimas Beach, where you can enjoy local seafood on your own. The return is by scenic boat, crossing Banderas Bay from a unique perspective, before returning by vehicle to the starting point. The full experience lasts between 6 and 7 hours.

*Duration approximately 6 to 7 h*

**Includes:** Bus or minibus transport, boat ride from Las Ánimas to Boca de Tomatlán, bilingual guide (Spanish/English), snorkeling gear.

**Not included:** Meals and drinks.",1530.00,https://www.civitatis.com/f/mexico/puerto-vallarta/galeria/caminando-cerca-orilla-mar.jpg,Puerto Vallarta,6 - 7 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:10:23.751265+00
81019871-0bc8-4514-8d0d-895363bf9015,01544f37-d138-4297-b970-a46b65c9bb62,tour-gastronomico-centro-historico-cdmx,Tour Gastronómico Centro Histórico CDMX,Historic Center Food Tour Mexico City,"# Descripción

Sumérgete en el corazón histórico de la Ciudad de México a través de sus sabores más emblemáticos.

Comienza tu recorrido explorando el Centro Histórico, donde descubrirás mercados tradicionales, cantinas y puestos callejeros que ofrecen auténticos tacos, quesadillas, tamales y antojitos mexicanos.

A lo largo del tour, aprenderás sobre la historia y cultura de cada platillo mientras degustas preparaciones locales cuidadosamente seleccionadas.

La experiencia incluye también paradas en cafeterías y heladerías icónicas.

# Incluye

- Guía especializado en español e inglés
- Degustaciones en 5-6 puntos gastronómicos seleccionados
- Recorrido a pie por calles y plazas históricas

# No incluye

- Alimentos y bebidas adicionales fuera del tour
- Transporte hacia o desde la Ciudad de México

# Importante

El punto de encuentro será definido y confirmado una vez que se realice la reservación.","# Description

Immerse yourself in the historic heart of Mexico City through its most iconic flavors.

Explore the Historic Center while discovering traditional markets, cantinas and street food stalls serving authentic tacos, quesadillas, tamales and Mexican snacks.

Throughout the experience, you will learn about the history and culture behind every dish while tasting carefully selected local specialties.

The tour also includes stops at iconic cafés and ice cream shops.

# Includes

- Specialized bilingual guide
- Tastings at 5 to 6 selected food spots
- Walking tour through historic streets and plazas

# Does not include

- Additional food or beverages outside the tour
- Transportation to or from Mexico City

# Important

The meeting point will be confirmed after booking.",2290.00,https://foodandpleasure.com/wp-content/uploads/2025/06/que-hacer-en-el-centro-historico-de-la-cdmx6.jpg,experiencias-gastronomicas,4 h,true,true,2026-05-25 18:02:35.833199+00,2026-05-25 18:02:35.833199+00
899384a6-cf14-4d5c-be77-97c963ddb915,,tour-por-guanajuato-museo-de-las-momias,Tour por Guanajuato + Museo de las Momias,Tour of Guanajuato + Mummy Museum,"Embárcate en un recorrido guiado por las históricas calles de Guanajuato, Patrimonio de la Humanidad. Comenzaremos con una visita al Museo de las Momias, donde podrás admirar más de 100 momias naturales y conocer su fascinante historia. Luego, exploraremos la mina de la Valenciana, descendiendo por sus pasillos para descubrir los minerales extraídos y las herramientas utilizadas por los mineros. Continuaremos el tour visitando el templo de San Cayetano, conocido por su impresionante retablo churrigueresco. A lo largo del recorrido, degustaremos dulces típicos de la región y exploraremos los túneles subterráneos de la ciudad. El tour culminará con una visita al Monumento al Pípila, desde donde podrás disfrutar de una vista panorámica de Guanajuato.

*Duración aproximadamente 4 h 30 min*

**Incluye:** 
transporte en minibús o autobús, guía en español e inglés, entradas a los museos y sitios mencionados, degustación de dulces típicos.","Set off on a guided tour through the historic streets of Guanajuato, a World Heritage city. We begin with a visit to the Mummy Museum, where you can admire more than 100 natural mummies and learn about their fascinating history. Then we explore the Valenciana mine, descending through its passages to discover the minerals extracted and the tools used by miners. We continue with a visit to the San Cayetano temple, known for its impressive Churrigueresque altarpiece. Along the way, we will taste typical regional sweets and explore the city's underground tunnels. The tour ends with a visit to the Pípila Monument, where you can enjoy panoramic views of Guanajuato.

*Duration approximately 4 h 30 min*

**Includes:** Minibus or bus transportation, Spanish and English guide, admissions to the museums and sites mentioned, tasting of typical sweets.",1600.00,https://www.civitatis.com/f/mexico/guanajuato/tour-guanajuato-museo-momias-589x392.jpg,Guanajuato,4.5 Hours,false,true,2026-05-25 17:23:01.846939+00,2026-06-03 15:11:05.313926+00
